d__denovo58	0	0	0.00434153400868307	0	0	0	0.00136425648021828	0	0	0	0	0	0	0	0	0	0.00017286084701815	0	0	0	0	0	0	0	0	0	0.000436109899694723	0.000559910414333707	0	0	0.00172488141440276	0.000457456541628545	0	0	0.000497265042267529	0.00144092219020173	0	0	0.00076219512195122	0	0	0	0	0	0	0	0.00053633681952266	0	0.000241080038572806	0	0.000447427293064877	0	0	0.000301204819277108	0	0	0	0	0.00668747213553277	0	0	0.0012453300124533	0.000244857982370225	0	0	0	0.00206868018204386	0.00674068199841396	0	0.0018058690744921	0.00186104218362283	0.000303490136570561	0.000180245133381399	0.000710858361471477	0.00189605175105956	0	0.0175534832693363	0	0	0.00073394495412844	0	0	0.00129898246373674	0	0.00341180484476288	0.00210970464135021	0.00834202294056309	0	0.00528820729772607	0	0.0109170305676856	0.00331858407079646	0.00103341370995522	0.00111607142857143	0.00858369098712446	0	0.00594149908592322	0	0	0.00147058823529412	0.00214987714987715	0.00109809663250366	0.000288517022504328	0.00321027287319422	0	0	0.000735564545788893	0.00340522133938706	0	0.00347826086956522	0.00031675641431739	0.000838222967309304	0.00108108108108108	0.0118981737686774	0.00230769230769231	0.000773874013310633	0.00193050193050193	0.000546746856205577	0	0.00481540930979133	0.00230348401957961	0	0.00137931034482759	0.00270416441319632	0	0.0158337456704602	0.00184065211674993	0	0.000578703703703704	0.0012758356723654	0	0.00992063492063492	0.00590372388737511	0.00105374077976818	0	0.000276854928017719	0	0	0.00368324125230203	0.000408163265306122	0	0	0	0	0.00141342756183746	0.0063341250989707	0.00455136540962289	0.00301507537688442	0	0	0.000775193798449612	0.000370507595405706	0	0	0	0.0167464114832536	0.0012531328320802	0.00128576020572163	0.00186393289841566	0.000698080279232112	0.0289473684210526	0.00401836969001148	0	0	0.00419815281276238	0	0	0.00187681283057499	0	0	0.00938086303939963	0	0.00176678445229682	0.00243546030199708	0.00858369098712446	0	0.000442086648983201	0.0100853374709077	0	0.106297229219144	0.0376993716771387	0	0.000559284116331096	0	0	0	0	0	0	0	0	0	0	0.013986013986014	0	0	0.00192030724915987	0.000516262261228704	0.00126004095133092	0.000843644544431946	0.000494315373208107	0.00392927308447937	0.0017636684303351	0	0	0.000150557061126167	0.00014436263894904	0	0	0	0.00117302052785924	0	0	0.000602046959662854	0.000621504039776259	0.000525486074619023	0.00123533045089561	0.000459770114942529	0	0	0	0	0	0.00144741074300418	0.000476871721506915	0.000858369098712446	0	0	9.86582478295185e-05	0	0	0	0	0.000437445319335083	0	0.000301386377335744	0	0.00398406374501992	0	0.0102827763496144	0.00294767870302137	0	0.0030441400304414	0.00199487033342833	0.00386847195357834	0.00134638922888617	0	0.00649350649350649	0	0.00229744218103844	0	0.0135617416131335	0.00030539013589861	0.00257276089403441	0	0.0101991257892181	0.00111296605453534	0.000634014899350135	0.00138389150290617	0.000406008932196508	0	0	0.00276854928017719	0	0.000550660792951542	0	0	0	0	0	0.0310414853495793	0	0.00703296703296703	0	0.00272603362108133	0	0.00137324910738808	0.00419111483654652	0.00087463556851312	0.00464428963478995	0.00408602150537634	0	0.00090892564988184
d__denovo59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174825174825175	0.0060882800608828	0	0	0	0	0	0.674150096215523	0	0	0	0.000152695067949305	0.000643190223508603	0	0	0	0.000634014899350135	0	0	0	0.0222672064777328	0	0	0	0	0	0	0	0	0	0.000575208513085994	0	0	0	0	0	0.0134115674769489	0	0	0	0	0.204508271223414
d__denovo57	0.000682360968952576	0.000422416220782878	0	0	0	0	0	0	0	0.0065992080950286	0.000296120817293456	0.00512820512820513	0	0	0.000835770998746344	0.00266193433895297	0	0	0	0	0	0	0.0103849597135184	0	0	0	0	0.00811870100783875	0.00628033114473309	0.00670448684889118	0.00474342388960759	0.00182982616651418	0	0	0.00795624067628046	0.00768491834774256	0.014044275172578	0.000247157686604053	0.000254065040650407	0	0.000997008973080758	0	0	0	0.00177304964539007	0.00744514106583072	0.00241351568785197	0.00152827305145186	0.0147058823529412	0.00295588904047294	0	0	0.001388246182323	0.00240963855421687	0	0.000411353352529823	0	0.00605245460659045	0	0	0.00315955766192733	0.00840597758405978	0	0	0.000356252226576416	0.002938126512271	0.00786098469176665	0	0.00316455696202532	0	0	0.00212443095599393	0	0	0.00100379210350212	0	0.0126165660998354	0	0.000627352572145546	0.0036697247706422	0	0.000268889486421081	0.000865988309157826	0	0	0	0	0.0046592894583576	0	0.000416146483562214	0.00291120815138282	0.000553097345132743	0	0	0	0	0.000457038391224863	0	0	0	0	0	0.000577034045008655	0	0	0	0.00220669363736668	0	0	0.000248447204968944	0	0.000558815311539536	0	0.00207526286662977	0.000384615384615385	0	0.00308880308880309	0.00601421541826134	0	0.00601926163723917	0	0	0	0.00486749594375338	0.000688073394495413	0	0.000262950302392848	0	0.00173611111111111	0.00076550140341924	0.00200534759358289	0.00396825396825397	0.000908265213442325	0.00105374077976818	0	0.00221483942414175	0.00446650124069479	0	0.00131544330439358	0.0036734693877551	0	0	0.000383877159309021	0	0.0049469964664311	0.0134600158353127	0.00195058517555267	0	0.000538793103448276	0.00184331797235023	0	0.0122267506483883	0	0	0	0.00159489633173844	0	0	0.00186393289841566	0.000349040139616056	0	0.00746268656716418	0.000968054211035818	0	0	0	0	0	0	0	0.00656660412757974	0	0.00294464075382803	0.00438382854359474	0	0	0.0013262599469496	0	0	0.0110831234256927	0	0.00830624774286746	0	0.00452744765138653	0.00179147259046937	0.0115171650055371	0	0	0	0.000893056485822728	0	0	0	0	0	0	0	0	0.00189006142699638	0.00562429696287964	0	0.000654878847413229	0.000587889476778366	0	0.000271886895051658	0	0.0007218131947452	0	0.00189798339264531	0.000871080139372822	0.00117302052785924	0.000348310693138279	0.00505780346820809	0.000602046959662854	0	0.000525486074619023	0.000617665225447807	0	0.00130718954248366	0	0.000585137507314219	0.00199441563621859	0.000546149645002731	0.00144741074300418	0.000953743443013829	0.00143061516452074	0.0114285714285714	0.019714144898965	0.000197316495659037	0.000246062992125984	0.000206270627062706	0	0.000547345374931582	0	0	0.00512356841470766	0.00120096076861489	0	0.00126903553299492	0	0.00294767870302137	0	0	0.000284981476204047	0.000773694390715667	0.000244798041615667	0	0	0	0	0.000937793060331354	0.0026171782060433	0.0232096503282944	0.0104518411320148	0.00112401648557512	0.00971345313258863	0.000834724540901503	0.0014265335235378	0.00166066980348741	0	0	0	0	0	0	0.00972897845726199	0	0.000905592030790129	0.000553709856035437	0	0.000290107339715695	0.00143802128271498	0.0021978021978022	0	0.00545206724216265	0.00314267756128221	0	0	0.000291545189504373	0.00232214481739498	0	0.000773395204949729	0
d__denovo886	0	0	0.000578871201157742	0	0	0	0	0	0	0.00131984161900572	0	0	0	0	0.000417885499373172	0	0.00017286084701815	0.000777518604909475	0.000351679268507122	0.000176897222713603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238038562247084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000462748727441	0.00180722891566265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000710858361471477	0	0	0	0	0	0	0	0	0	0	0.000682360968952576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000921375921375921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000167476134650812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221483942414175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000619578686493185	0	0	0	0	0	0	0	0	0	0.000602046959662854	0	0	0	0	0	0	0	0	0.00109229929000546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__denovo887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174825174825175	0	0.000284981476204047	0	0	0	0	0	0	0.000312597686777118	0.00166547704020937	0.00030539013589861	0.000803987779385753	0.000187336080929187	0.00121418164157358	0.000556483027267668	0	0	0	0	0	0	0	0	0	0	0	0	0.00046178711613946	0	0.00115041702617199	0.00175824175824176	0	0	0.000314267756128221	0	0.000419111483654652	0	0	0.00043010752688172	0	0.000363570259952736
d__denovo884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194586944984964	0	0	0	0	0	0.000459699662886914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388424936880948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664451827242525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__denovo2016	0	0	0	0	0	0	0.00045475216007276	0	0	0.00043994720633524	0.000296120817293456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000436109899694723	0	0	0.000515729757607014	0	0	0	0	0.00198906016907011	0	0	0.000247157686604053	0	0	0	0	0	0	0	0	0	0	0	0.00022737608003638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__denovo883	0	0	0	0	0	0	0	0	0	0	0	0.000366300366300366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197726149283243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00011153245594468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207526286662977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00746268656716418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__denovo880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241662638956017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042747221430607	0.00154738878143133	0.00159118727050184	0.000310269934843314	0.000811688311688312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000679194023092597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__denovo889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177714590367869	0	0	0	0.000621504039776259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000577034045008655	0	0	0.00165425971877585	0	0.000567536889897843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000454132606721163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287604256542997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000281214848143982	0	0.000327439423706614	0.000587889476778366	0	0.000271886895051658	0.000301114122252334	0	0	0	0.000290360046457607	0	0	0	0	0	0.00210194429847609	0	0	0	0	0	0	0	0.000160823415889353	0	0	0	0	0.000197316495659037	0	0	0.000242954324586978	0	0.000437445319335083	0	0	0	0	0	0	0	0	0	0	0	0	0.000620539869686627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
