p__Lentisphaerae,f__Porphyromonadaceae,g__Clostridium_IV,d__denovo211,c__Opitutae,d__denovo115,g__Bifidobacterium,o__Coriobacteriales,f__Enterobacteriaceae,d__denovo5,d__denovo4,f__Lachnospiraceae,d__denovo125,d__denovo46,p__Bacteroidetes,f__Coriobacteriaceae,c__Bacteroidia,p__Proteobacteria,g__Veillonella,g__Barnesiella,o__Fusobacteriales,g__Akkermansia,d__denovo10,d__denovo17,d__denovo15,o__Actinomycetales,p__Firmicutes,o__Clostridiales,f__Rikenellaceae,f__Ruminococcaceae,d__denovo173,label
0.0,0.0349709996588195,0.0008529512111907201,0.0,0.0,0.000170590242238,0.0,0.002217673149095868,0.4503582395087005,0.442681678608,0.000170590242238,0.03377686796315251,0.000170590242238,0.00102354145343,0.4109518935516887,0.002217673149095868,0.4109518935516887,0.4967587853974757,0.0,0.0,0.0,0.000170590242238144,0.00631183896281,0.00972364380757,0.015011941317,0.0,0.08990105765950193,0.07915387239849886,0.01177072671443194,0.04469464346639376,0.0,EDD
0.0,0.06533370881441843,0.011827654181920609,0.000140805406928,0.0,0.0,0.00070402703463813,0.000140805406927626,0.06899464939453676,0.0122500704027,0.00352013517319,0.06702337369754996,0.0,0.0,0.7288087862573934,0.000140805406927626,0.7288087862573934,0.08223035764573355,0.00140805406927626,0.0,0.0,0.0805406927626021,0.0270346381301,0.0,0.0473106167277,0.0,0.10757533089270627,0.08476485497043085,0.027457054350887078,0.015770205575894133,0.0,EDD
0.0,0.1484804630969611,0.017076700434153422,0.0,0.0,0.0,0.000578871201157742,0.001447178002894351,0.222575976845152,0.0929088277858,0.0958031837916,0.03589001447178001,0.0,0.0,0.5565846599131692,0.001447178002894351,0.5551374819102749,0.23994211287988426,0.0,0.000578871201157742,0.0,0.0,0.00723589001447,0.0159189580318,0.00607814761216,0.0,0.20086830680173653,0.11577424023154842,0.009840810419681621,0.07959479015918962,0.0,EDD
0.0,0.014405204460966546,0.003252788104089223,0.0,0.0,0.00046468401487,0.00139405204460967,0.0,0.6054832713754639,0.486059479554,0.118959107807,0.042286245353159876,0.0,0.00232342007435,0.12221189591078067,0.0,0.07620817843866169,0.6477695167286237,0.00185873605947955,0.0,0.0,0.0,0.00139405204461,0.00139405204461,0.0,0.000464684014869888,0.22723048327137543,0.14591078066914495,0.00604089219330855,0.07295539033457255,0.0,EDD
0.0,0.06663351566384877,0.00546991546494282,0.0,0.0,0.022376926902,0.0,0.0,0.0203878667329687,0.0,0.00596718050721,0.10144206862257588,0.0,0.012928891099,0.5783192441571354,0.0,0.5783192441571354,0.055693684733963224,0.0,0.0,0.0,0.0,0.0363003480855,0.0144206862258,0.0387866732969,0.0,0.3659870711089011,0.3441074092491298,0.03729487817006466,0.21531576330183985,0.0,H
0.0,0.09233973617218244,0.009951400138856741,0.000462855820412,0.0,0.00115713955103,0.0,0.000925711640823883,0.000462855820411942,0.0,0.000462855820412,0.032862763249247876,0.0,0.000925711640824,0.7049294144873867,0.000925711640823883,0.4154130988197175,0.001851423281647762,0.0,0.0,0.0,0.0208285119185374,0.0155056699838,0.00161999537144,0.0106456838695,0.0,0.2714649386716039,0.26452210136542476,0.024762786392038834,0.2311964822957649,0.000925711640824,H
0.0,0.060482037289677104,0.0,0.0,0.0,0.0,0.00409276944065484,0.0,0.05684402000909504,0.000909504320146,0.0550250113688,0.07003183265120508,0.0,0.0,0.7298772169167794,0.0,0.7298772169167794,0.1427921782628468,0.02319236016371076,0.0,0.0022737608003638,0.0,0.0,0.0,0.00636653024102,0.0,0.12096407457935422,0.07958162801273304,0.0,0.0,0.0,EDD
0.0,0.000706880301602262,0.0,0.0,0.0,0.0,0.001649387370405274,0.0014137606032045239,0.5240339302544768,0.000706880301602,0.52191328935,0.0021206409048067864,0.0,0.000235626767201,0.36286522148916034,0.0014137606032045239,0.36286522148916034,0.5464184731385485,0.01013195098963242,0.000706880301602262,0.000235626767200754,0.0,0.000942507068803,0.0,0.0,0.0,0.08741753063147975,0.01861451460885955,0.000942507068803016,0.01649387370405277,0.0,EDD
0.0,0.013211140204713163,0.006784099024041896,0.000595096405618,0.0,0.000238038562247,0.0,0.0020233277791002137,0.000238038562247084,0.000119019281124,0.0,0.19828612235182105,0.000119019281124,0.000119019281124,0.6324684598905024,0.0020233277791002137,0.6324684598905024,0.01023565817662461,0.0,0.0038086169959533423,0.0,0.000119019281123542,0.020233277791,0.0529635801,0.00249940490359,0.0,0.3551535348726495,0.3067126874553679,0.020471316353249187,0.10818852654129969,0.000119019281124,H
0.0,0.00043994720633524,0.0048394192696876405,0.0,0.0,0.00835899692037,0.00087989441267048,0.00175978882534096,0.0184777826660801,0.0,0.0184777826661,0.17641882974043122,0.0,0.00483941926969,0.6682798064232283,0.00175978882534096,0.6682798064232283,0.042234931808183024,0.0,0.0,0.0,0.00043994720633524,0.00219973603168,0.0118785745711,0.0,0.0,0.28640563132424124,0.27232732072151355,0.00307963044434668,0.09150901891772992,0.00087989441267,H
0.0,0.02961208172934551,0.000888362451880367,0.0,0.0,0.0,0.000888362451880367,0.00177672490376073,0.12762807225347947,0.0,0.127331951436,0.10838021912940475,0.0,0.0,0.5777317145395322,0.00177672490376073,0.5777317145395322,0.1412496298489784,0.000592241634586912,0.0,0.000592241634586911,0.00355344980752147,0.0103642286053,0.000592241634587,0.0139176784128,0.0,0.2727272727272725,0.24785312407462215,0.012140953509031735,0.13799230085875014,0.0,EDD
0.0,0.0054945054945054915,0.0025641025641025697,0.0,0.0,0.0,0.0,0.004029304029304026,0.3886446886446884,0.0,0.388278388278,0.013553113553113564,0.0,0.0,0.4956043956043953,0.004029304029304026,0.4956043956043953,0.3904761904761902,0.0,0.0,0.030769230769230764,0.0,0.0021978021978,0.0,0.0047619047619,0.000366300366300366,0.07875457875457871,0.036996336996337004,0.0021978021978022,0.002930402930402936,0.0,EDD
0.0,0.0,0.000664262668438034,0.000664262668438,0.0,0.0,0.0,0.0,9.48946669197191e-05,0.0,0.0,0.07724425887265138,0.0,0.0,0.9078572784209528,0.0,0.9078572784209528,9.48946669197191e-05,0.00132852533687607,0.0,0.0015183146707155092,0.0,0.0,0.0,0.0,9.48946669197191e-05,0.09043461757449234,0.08758777756690077,0.0,0.000664262668438034,0.0,EDD
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000191754554170662,0.32962607861936755,0.000383509108341,0.0132310642378,0.000575263662511985,0.0,0.0,0.002301054650047939,0.000191754554170662,0.002301054650047939,0.3764141898370089,0.000575263662511985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6210930009587724,0.0009587727708533079,0.0,0.000383509108341323,0.0,EDD
0.0,0.022147931466778067,0.000835770998746344,0.0,0.0,0.0,0.0,0.000417885499373172,0.3790221479314667,0.0601755119097,0.301713330547,0.05850396991224409,0.0,0.0,0.3773506059339737,0.000417885499373172,0.3760969494358542,0.3974091099038862,0.057250313414124544,0.0,0.0,0.0,0.0,0.00167154199749,0.00376096949436,0.0,0.22189720016715425,0.10029251984956127,0.0,0.032177183451734225,0.0,EDD
0.0,0.09760425909494234,0.0013309671694764868,0.0,0.0,0.0,0.0119787045252884,0.0,0.29325643300798615,0.223602484472,0.0616681455191,0.03061224489795914,0.0,0.000887311446318,0.26885536823425027,0.0,0.2675244010647738,0.29902395740905097,0.09316770186335395,0.0,0.031055900621118,0.0,0.044809228039,0.0,0.0,0.000443655723158829,0.38420585625554565,0.036823425022182756,0.045252883762200526,0.00576752440106478,0.0,EDD
0.0,0.034053586862575605,0.002765773552290402,0.0,0.0,0.000345721694036,0.002247191011235951,0.00224719101123595,0.052722558340535894,0.0153846153846,0.0342264477096,0.12515125324114096,0.000172860847018,0.000345721694036,0.27035436473638735,0.00224719101123595,0.2644770959377702,0.16041486603284358,0.00985306828003457,0.0027657735522904,0.000345721694036301,0.0,0.00397579948142,0.0162489196197,0.00207433016422,0.0010371650821089,0.2961106309420916,0.2164217804667243,0.0067415730337078705,0.0674157303370787,0.000172860847018,EDD
0.0,0.00222148172831278,0.000999666777740752,0.000111074086416,0.0,0.0,0.0,0.000111074086415639,0.15528157280906366,0.00255470398756,0.0517605242697,0.04909474619571252,0.000111074086416,0.0,0.7620793068977005,0.000111074086415639,0.7620793068977005,0.1570587581917139,0.0,0.0,0.0,0.0,0.00477618571587,0.00510940797512,0.0,0.0,0.0807508608241697,0.06086859935577026,0.006331222925691439,0.011218482727979552,0.0,EDD
0.0,0.0,0.000703358537014243,0.0,0.0,0.0,0.004747670124846144,0.00316511341656409,0.381044487427466,0.0,0.0724459293125,0.29242131176367114,0.0,0.0,0.1385616317918054,0.00316511341656409,0.1385616317918054,0.4000351679268505,0.00105503780552136,0.0,0.000175839634253561,0.0,0.000175839634254,0.013891331106,0.0,0.0,0.453314577105679,0.3935291014594684,0.000351679268507122,0.09952523298751538,0.0,EDD
0.0,0.04174774456041038,0.0787192641075535,0.0,0.0,0.0,0.0,0.0,0.1314346364762073,0.000176897222714,0.00283035556342,0.1243587475676631,0.000176897222714,0.000176897222714,0.38333628162037847,0.0,0.38333628162037847,0.1493012559702812,0.000884486113568017,0.0118521139218114,0.0,0.0,0.0201662833894,0.0329028834247,0.00972934724925,0.0,0.4673624624093399,0.4073943039094283,0.03272598620201665,0.280558995223775,0.00300725278613,EDD
